字词	拼音	词频
时至今日	shi zhi jin ri	175
市场分析	shi chang fen xi	175
适应能力	shi ying neng li	175
水到渠成	shui dao qu cheng	175
让人感动	rang ren gan dong	175
自作多情	zi zuo duo qing	175
从天而降	cong tian er jiang	175
烟消云散	yan xiao yun san	175
遥不可及	yao bu ke ji	175
医疗保健	yi liao bao jian	175
英语教学	ying yu jiao xue	175
有关政策	you guan zheng ce	175
网络推广	wang luo tui guang	175
微乎其微	wei hu qi wei	175
无法显示	wu fa xian shi	175
葡	pu	174
睹	du	174
伶	ling	174
帮了	bang le	174
不巧	bu qiao	174
不选	bu xuan	174
不似	bu si	174
跑完	pao wan	174
屁事	pi shi	174
平复	ping fu	174
铺子	pu zi	174
码率	ma lv	174
名头	ming tou	174
发狂	fa kuang	174
发笑	fa xiao	174
副职	fu zhi	174
大闹	da nao	174
登高	deng gao	174
东阳	dong yang	174
对美	dui mei	174
坦荡	tan dang	174
溺爱	ni ai	174
老路	lao lu	174
离心	li xin	174
脸盆	lian pen	174
旷野	kuang ye	174
混在	hun zai	174
河床	he chuang	174
后轮	hou lun	174
后事	hou shi	174
疾风	ji feng	174
减掉	jian diao	174
贱货	jian huo	174
惊魂	jing hun	174
欠债	qian zhai	174
曲艺	qu yi	174
玄幻	xuan huan	174
选育	xuan yu	174
小班	xiao ban	174
新剧	xin ju	174
星海	xing hai	174
虚度	xu du	174
蓄意	xu yi	174
撞倒	zhuang dao	174
贞观	zhen guan	174
知其	zhi qi	174
伫立	zhu li	174
竹竿	zhu gan	174
插口	cha kou	174
车用	che yong	174
抽插	chou cha	174
山人	shan ren	174
设成	she cheng	174
时政	shi zheng	174
杂事	za shi	174
祖师	zu shi	174
足有	zu you	174
采编	cai bian	174
才知	cai zhi	174
散乱	san luan	174
散射	san she	174
素以	su yi	174
运往	yun wang	174
严把	yan ba	174
一马	yi ma	174
亿吨	yi dun	174
应诉	ying su	174
悠长	you chang	174
预增	yu zeng	174
外盘	wai pan	174
挽着	wan zhe	174
味觉	wei jue	174
五分	wu fen	174
氨基	an ji	174
而外	er wai	174
满足感	man zu gan	174
分析仪	fen xi yi	174
但他却	dan ta que	174
团组织	tuan zu zhi	174
台州市	tai zhou shi	174
那一种	na yi zhong	174
可编程	ke bian cheng	174
海事局	hai shi ju	174
合起来	he qi lai	174
集散地	ji san di	174
校门口	xiao men kou	174
穿什么	chuan shen me	174
日报社	ri bao she	174
如何做	ru he zuo	174
足球赛	zu qiu sai	174
昨晚上	zuo wan shang	174
森林里	sen lin li	174
烟台市	yan tai shi	174
一男子	yi nan zi	174
安全期	an quan qi	174
博客首页	bo ke shou ye	174
品牌战略	pin pai zhan lue	174
面向全国	mian xiang quan guo	174
法律知识	fa lv zhi shi	174
腐败分子	fu bai fen zi	174
农业机械	nong ye ji xie	174
旅游景区	lv you jing qu	174
两个女人	liang ge nv ren	174
关键环节	guan jian huan jie	174
公司名称	gong si ming cheng	174
国际会议	guo ji hui yi	174
吉林大学	ji lin da xue	174
检查结果	jian cha jie guo	174
检测结果	jian ce jie guo	174
紧急情况	jin ji qing kuang	174
准备金率	zhun bei jin lv	174
创建活动	chuang jian huo dong	174
产业升级	chan ye sheng ji	174
长安福特	chang an fu te	174
人文精神	ren wen jing shen	174
总而言之	zong er yan zhi	174
最新动态	zui xin dong tai	174
一步到位	yi bu dao wei	174
勇往直前	yong wang zhi qian	174
网站推广	wang zhan tui guang	174
问心无愧	wen xin wu kui	174
裳	shang	173
垣	yuan	173
扼	e	173
班底	ban di	173
半身	ban shen	173
本页	ben ye	173
便成	bian cheng	173
怕冷	pa leng	173
排尿	pai niao	173
配电	pei dian	173
棉布	mian bu	173
反超	fan chao	173
富家	fu jia	173
短小	duan xiao	173
淡泊	dan bo	173
倒贴	dao tie	173
兜售	dou shou	173
对门	dui men	173
它来	ta lai	173
抬举	tai ju	173
太弱	tai ruo	173
毯子	tan zi	173
天朝	tian chao	173
天秤	tian cheng	173
跳着	tiao zhe	173
透顶	tou ding	173
通天	tong tian	173
推举	tui ju	173
闹腾	nao teng	173
拟合	ni he	173
来打	lai da	173
老旧	lao jiu	173
李天	li tian	173
联队	lian dui	173
量为	liang wei	173
六次	liu ci	173
螺钉	luo ding	173
馆藏	guan cang	173
干爹	gan die	173
高飞	gao fei	173
高见	gao jian	173
格拉	ge la	173
更替	geng ti	173
攻门	gong men	173
共通	gong tong	173
共舞	gong wu	173
古都	gu du	173
换车	huan che	173
豪气	hao qi	173
很苦	hen ku	173
很弱	hen ruo	173
黑车	hei che	173
胡戈	hu ge	173
徽州	hui zhou	173
基板	ji ban	173
几许	ji xu	173
假发	jia fa	173
甲鱼	jia yu	173
窘境	jiong jing	173
企盼	qi pan	173
气馁	qi nei	173
血红	xue hong	173
巡游	xun you	173
心力	xin li	173
徐工	xu gong	173
中称	zhong cheng	173
纯化	chun hua	173
唱过	chang guo	173
吹吹	chui chui	173
傻事	sha shi	173
善变	shan bian	173
伤情	shang qing	173
神雕	shen diao	173
渗漏	shen lou	173
失态	shi tai	173
是假	shi jia	173
受尽	shou jin	173
熟识	shu shi	173
热热	re re	173
人却	ren que	173
肉身	rou shen	173
锐减	rui jian	173
锐志	rui zhi	173
再添	zai tian	173
再高	zai gao	173
再进	zai jin	173
择业	ze ye	173
才刚	cai gang	173
萨拉	sa la	173
四万	si wan	173
羊群	yang qun	173
药罐	yao guan	173
液态	ye tai	173
一拉	yi la	173
异类	yi lei	173
易经	yi jing	173
一掌	yi zhang	173
依存	yi cun	173
遗物	yi wu	173
尤物	you wu	173
王文	wang wen	173
五条	wu tiao	173
阿兰	a lan	173
二本	er ben	173
巴拿马	ba na ma	173
北京城	bei jing cheng	173
不一会	bu yi hui	173
猫头鹰	mao tou ying	173
大道理	da dao li	173
掉下去	diao xia qu	173
推荐信	tui jian xin	173
连接数	lian jie shu	173
罗志祥	luo zhi xiang	173
购物车	gou wu che	173
鼓浪屿	gu lang yu	173
过会儿	guo hui er	173
黄秋生	huang qiu sheng	173
黑黑的	hei hei de	173
后来者	hou lai zhe	173
决策层	jue ce ceng	173
交叉口	jiao cha kou	173
进口量	jin kou liang	173
近三年	jin san nian	173
居世界	ju shi jie	173
全家福	quan jia fu	173
现代性	xian dai xing	173
献爱心	xian ai xin	173
小儿子	xiao er zi	173
想太多	xiang tai duo	173
性高潮	xing gao chao	173
张震岳	zhang zhen yue	173
真人秀	zhen ren xiu	173
乘务员	cheng wu yuan	173
出入口	chu ru kou	173
使用量	shi yong liang	173
容积率	rong ji lv	173
自由行	zi you xing	173
一道道	yi dao dao	173
办公软件	ban gong ruan jian	173
彼此彼此	bi ci bi ci	173
比尔盖茨	bi er gai ci	173
博客文章	bo ke wen zhang	173
苹果公司	ping guo gong si	173
民族英雄	min zu ying xiong	173
单向收费	dan xiang shou fei	173
独立思考	du li si kao	173
咄咄逼人	duo duo bi ren	173
同班同学	tong ban tong xue	173
土地供应	tu di gong ying	173
哪些方面	na xie fang mian	173
旅游线路	lv you xian lu	173
连带责任	lian dai ze ren	173
关于印发	guan yu yin fa	173
广发证券	guang fa zheng quan	173
公共关系	gong gong guan xi	173
合情合理	he qing he li	173
清洁生产	qing jie sheng chan	173
职业学校	zhi ye xue xiao	173
中国发展	zhong guo fa zhan	173
主要来源	zhu yao lai yuan	173
人文关怀	ren wen guan huai	173
综合国力	zong he guo li	173
撕心裂肺	si xin lie fei	173
遇到困难	yu dao kun nan	173
物流企业	wu liu qi ye	173
物质生活	wu zhi sheng huo	173
遛	liu	172
阉	yan	172
摆手	bai shou	172
暴光	bao guang	172
北洋	bei yang	172
避险	bi xian	172
抛下	pao xia	172
漂漂	piao piao	172
平壤	ping rang	172
毛驴	mao lv	172
每项	mei xiang	172
梅尔	mei er	172
面团	mian tuan	172
木讷	mu ne	172
仿照	fang zhao	172
非人	fei ren	172
大龙	da long	172
德拉	de la	172
调拨	diao bo	172
丁磊	ding lei	172
跳起	tiao qi	172
停业	ting ye	172
推力	tui li	172
逆市	ni shi	172
弄坏	nong huai	172
丽人	li ren	172
联社	lian she	172
灵山	ling shan	172
零时	ling shi	172
楼兰	lou lan	172
龙龙	long long	172
路网	lu wang	172
供销	gong xiao	172
狂跌	kuang die	172
控盘	kong pan	172
花点	hua dian	172
华星	hua xing	172
还大	hai da	172
寒心	han xin	172
函授	han shou	172
喝到	he dao	172
喝喝	he he	172
喝粥	he zhou	172
灰度	hui du	172
绝地	jue di	172
击穿	ji chuan	172
肩部	jian bu	172
解构	jie gou	172
结界	jie jie	172
鲸鱼	jing yu	172
举杯	ju bei	172
剧毒	ju du	172
举国	ju guo	172
缺位	que wei	172
气人	qi ren	172
骑在	qi zai	172
娶你	qu ni	172
血症	xue zheng	172
雪域	xue yu	172
下榻	xia ta	172
下贱	xia jian	172
线图	xian tu	172
鲜嫩	xian nen	172
想多	xiang duo	172
雄风	xiong feng	172
徐克	xu ke	172
蓄势	xu shi	172
转制	zhuan zhi	172
展露	zhan lu	172
账上	zhang shang	172
遮蔽	zhe bi	172
振幅	zhen fu	172
整张	zheng zhang	172
知悉	zhi xi	172
执掌	zhi zhang	172
皱了	zhou le	172
猪圈	zhu juan	172
主叫	zhu jiao	172
蝉联	chan lian	172
双肩	shuang jian	172
石英	shi ying	172
书屋	shu wu	172
走回	zou hui	172
左腿	zuo tui	172
操劳	cao lao	172
从紧	cong jin	172
算术	suan shu	172
三色	san se	172
四角	si jiao	172
月华	yue hua	172
哑铃	ya ling	172
也做	ye zuo	172
移开	yi kai	172
一空	yi kong	172
以军	yi jun	172
万方	wan fang	172
武帝	wu di	172
麦当娜	mai dang na	172
大清早	da qing zao	172
党总支	dang zong zhi	172
第十七	di shi qi	172
第三轮	di san lun	172
通讯社	tong xun she	172
突发性	tu fa xing	172
南通市	nan tong shi	172
利比亚	li bi ya	172
李彦宏	li yan hong	172
宫崎骏	gong qi jun	172
过渡期	guo du qi	172
咖啡色	ka fei se	172
滑雪场	hua xue chang	172
加油吧	jia you ba	172
全攻略	quan gong lue	172
泉州市	quan zhou shi	172
请立即	qing li ji	172
屈臣氏	qu chen shi	172
希拉克	xi la ke	172
政治学	zheng zhi xue	172
中宣部	zhong xuan bu	172
处女作	chu nv zuo	172
顺时针	shun shi zhen	172
软件业	ruan jian ye	172
怎么着	zen me zhao	172
裁判员	cai pan yuan	172
四年级	si nian ji	172
雅典娜	ya dian na	172
一九八	yi jiu ba	172
艺术照	yi shu zhao	172
因为爱	yin wei ai	172
应承担	ying cheng dan	172
硬生生	ying sheng sheng	172
有一块	you yi kuai	172
耳朵里	er duo li	172
不合时宜	bu he shi yi	172
不一会儿	bu yi hui er	172
抛砖引玉	pao zhuan yin yu	172
普通高中	pu tong gao zhong	172
风云人物	feng yun ren wu	172
电信公司	dian xin gong si	172
年轻一代	nian qing yi dai	172
光学变焦	guang xue bian jiao	172
工作顺利	gong zuo shun li	172
轿车市场	jiao che shi chang	172
金融风暴	jin rong feng bao	172
居住环境	ju zhu huan jing	172
悄无声息	qiao wu sheng xi	172
屈指可数	qu zhi ke shu	172
执行董事	zhi xing dong shi	172
创造价值	chuang zao jia zhi	172
春暖花开	chun nuan hua kai	172
数据仓库	shu ju cang ku	172
苏格拉底	su ge la di	172
运行情况	yun xing qing kuang	172
音像制品	yin xiang zhi pin	172
域名解析	yu ming jie xi	172
网络时代	wang luo shi dai	172
我行我素	wo xing wo su	172
笃	du	171
哆	duo	171
濑	lai	171
霁	ji	171
趾	zhi	171
办得	ban de	171
博导	bo dao	171
马超	ma chao	171
卖菜	mai cai	171
猫眼	mao yan	171
每页	mei ye	171
米粒	mi li	171
面壁	mian bi	171
木星	mu xing	171
繁复	fan fu	171
大清	da qing	171
导读	dao du	171
董卓	dong zhuo	171
摊销	tan xiao	171
天门	tian men	171
天元	tian yuan	171
铁板	tie ban	171
哪敢	na gan	171
内资	nei zi	171
拟建	ni jian	171
来劲	lai jin	171
老练	lao lian	171
老妖	lao yao	171
练过	lian guo	171
六日	liu ri	171
龙江	long jiang	171
该店	gai dian	171
刚看	gang kan	171
可算	ke suan	171
空子	kong zi	171
坏账	huai zhang	171
哈尔	ha er	171
好货	hao huo	171
均能	jun neng	171
几楼	ji lou	171
剑士	jian shi	171
进发	jin fa	171
巾帼	jin guo	171
金石	jin shi	171
荆门	jing men	171
欠薪	qian xin	171
情话	qing hua	171
西斯	xi si	171
县域	xian yu	171
修成	xiu cheng	171
专机	zhuan ji	171
占星	zhan xing	171
缜密	zhen mi	171
正果	zheng guo	171
整修	zheng xiu	171
质询	zhi xun	171
串串	chuan chuan	171
车顶	che ding	171
杀灭	sha mie	171
善事	shan shi	171
上却	shang que	171
事变	shi bian	171
失血	shi xue	171
石狮	shi shi	171
水解	shui jie	171
忍让	ren rang	171
荣辱	rong ru	171
残骸	can hai	171
词曲	ci qu	171
嗓门	sang men	171
怨妇	yuan fu	171
云霄	yun xiao	171
腰疼	yao teng	171
要价	yao jia	171
也由	ye you	171
一炮	yi pao	171
衣橱	yi chu	171
瓦尔	wa er	171
王海	wang hai	171
我部	wo bu	171
盎司	ang si	171
巴蒂尔	ba di er	171
把衣服	ba yi fu	171
风吹过	feng chui guo	171
俯卧撑	fu wo cheng	171
单眼皮	dan yan pi	171
第三版	di san ban	171
第四代	di si dai	171
连日来	lian ri lai	171
顾雏军	gu chu jun	171
婚外恋	hun wai lian	171
好几百	hao ji bai	171
激情戏	ji qing xi	171
急匆匆	ji cong cong	171
家里面	jia li mian	171
吸尘器	xi chen qi	171
效率高	xiao lv gao	171
超市里	chao shi li	171
承销商	cheng xiao shang	171
成熟度	cheng shu du	171
生物钟	sheng wu zhong	171
任志强	ren zhi qiang	171
资格证	zi ge zheng	171
坐不住	zuo bu zhu	171
毕业典礼	bi ye dian li	171
不要错过	bu yao cuo guo	171
培训基地	pei xun ji di	171
发出通知	fa chu tong zhi	171
法院判决	fa yuan pan jue	171
东方神起	dong fang shen qi	171
男男女女	nan nan nv nv	171
历史使命	li shi shi ming	171
联邦政府	lian bang zheng fu	171
工薪阶层	gong xin jie ceng	171
家庭影院	jia ting ying yuan	171
加快建设	jia kuai jian she	171
兢兢业业	jing jing ye ye	171
行为规范	xing wei gui fan	171
中国出口	zhong guo chu kou	171
成本控制	cheng ben kong zhi	171
人格魅力	ren ge mei li	171
日复一日	ri fu yi ri	171
诉讼请求	su song qing qiu	171
跃跃欲试	yue yue yu shi	171
阳光明媚	yang guang ming mei	171
应用领域	ying yong ling yu	171
瓦伦西亚	wa lun xi ya	171
完完全全	wan wan quan quan	171
瘫	tan	170
箍	gu	170
痔	zhi	170
洼	wa	170
八角	ba jiao	170
般配	ban pei	170
本位	ben wei	170
北纬	bei wei	170
北岸	bei an	170
比肩	bi jian	170
碧玉	bi yu	170
布吉	bu ji	170
密布	mi bu	170
迷幻	mi huan	170
面颊	mian jia	170
面霜	mian shuang	170
反派	fan pai	170
返点	fan dian	170
烦琐	fan suo	170
风速	feng su	170
飞走	fei zou	170
复返	fu fan	170
单日	dan ri	170
党性	dang xing	170
台机	tai ji	170
套机	tao ji	170
脱敏	tuo min	170
脱去	tuo qu	170
南疆	nan jiang	170
粘性	nian xing	170
农垦	nong ken	170
绿树	lv shu	170
李国	li guo	170
联调	lian tiao	170
连击	lian ji	170
亮起	liang qi	170
临街	lin jie	170
露水	lu shui	170
光良	guang liang	170
拐卖	guai mai	170
各村	ge cun	170
工整	gong zheng	170
凯特	kai te	170
华谊	hua yi	170
环路	huan lu	170
还快	hai kuai	170
好球	hao qiu	170
何地	he di	170
合欢	he huan	170
决算	jue suan	170
机种	ji zhong	170
结冰	jie bing	170
金城	jin cheng	170
巨幅	ju fu	170
圈地	quan di	170
弃权	qi quan	170
翘起	qiao qi	170
球王	qiu wang	170
吸食	xi shi	170
吓着	xia zhe	170
先得	xian de	170
小民	xiao min	170
晓明	xiao ming	170
消解	xiao jie	170
小倩	xiao qian	170
小五	xiao wu	170
胸腔	xiong qiang	170
壮烈	zhuang lie	170
展板	zhan ban	170
真牛	zhen niu	170
正像	zheng xiang	170
正与	zheng yu	170
只买	zhi mai	170
致词	zhi ci	170
周周	zhou zhou	170
终审	zhong shen	170
主因	zhu yin	170
传神	chuan shen	170
常温	chang wen	170
吵吵	chao chao	170
扯到	che dao	170
陈文	chen wen	170
成都	cheng dou	170
冲泡	chong pao	170
除斑	chu ban	170
顺子	shun zi	170
邵阳	shao yang	170
牲口	sheng kou	170
侍女	shi nv	170
书香	shu xiang	170
说那	shuo na	170
水火	shui huo	170
热管	re guan	170
在身	zai shen	170
资信	zi xin	170
操练	cao lian	170
词条	ci tiao	170
算盘	suan pan	170
四款	si kuan	170
死也	si ye	170
原稿	yuan gao	170
杨子	yang zi	170
要穿	yao chuan	170
也学	ye xue	170
一变	yi bian	170
疑犯	yi fan	170
用光	yong guang	170
歪了	wai le	170
往北	wang bei	170
文理	wen li	170
无礼	wu li	170
无价	wu jia	170
按其	an qi	170
按此	an ci	170
白云山	bai yun shan	170
赔偿金	pei chang jin	170
扑克牌	pu ke pai	170
法制办	fa zhi ban	170
打瞌睡	da ke shui	170
丹尼尔	dan ni er	170
当当网	dang dang wang	170
第一本	di yi ben	170
唐太宗	tang tai zong	170
天之内	tian zhi nei	170
辽宁队	liao ning dui	170
欢迎来	huan ying lai	170
即表明	ji biao ming	170
解放后	jie fang hou	170
招商局	zhao shang ju	170
升级包	sheng ji bao	170
曾国藩	zeng guo fan	170
促销员	cu xiao yuan	170
一千万	yi qian wan	170
艾弗森	ai fu sen	170
安哥拉	an ge la	170
背道而驰	bei dao er chi	170
不同地区	bu tong di qu	170
美国著名	mei guo zhu ming	170
服装设计	fu zhuang she ji	170
打扫卫生	da sao wei sheng	170
第一个月	di yi ge yue	170
农村基层	nong cun ji ceng	170
历史人物	li shi ren wu	170
浏览网页	liu lan wang ye	170
公路建设	gong lu jian she	170
股票投资	gu piao tou zi	170
国际竞争	guo ji jing zheng	170
课题研究	ke ti yan jiu	170
基本工资	ji ben gong zi	170
集成显卡	ji cheng xian ka	170
教育学院	jiao yu xue yuan	170
具体工作	ju ti gong zuo	170
群众利益	qun zhong li yi	170
期货交易	qi huo jiao yi	170
区位优势	qu wei you shi	170
注册帐号	zhu ce zhang hao	170
春节晚会	chun jie wan hui	170
产品研发	chan pin yan fa	170
成为现实	cheng wei xian shi	170
设计公司	she ji gong si	170
摄影作品	she ying zuo pin	170
生产销售	sheng chan xiao shou	170
